id,place_id,nombre,direccion,lat,lon,rating,num_reviews,google_maps_url,tipos,query_origen,barrio
032,ChIJAw_AIZqZP44RuIPlUylBfKI,Tapas Macarena,"Cl. 26c #4a - 15, Bogotá, Colombia",4.6127433,-74.0667679,4.6,1195.0,https://maps.google.com/?cid=11708304777013461944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"bar, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
033,ChIJe679SvWaP44RXskZ8OUvuvc,Luna,"Cl. 83 #12-20, Chapinero, Bogotá, Cundinamarca, Colombia",4.6673102,-74.0536279,4.6,1131.0,https://maps.google.com/?cid=17850632737658620254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, fine_dining_restaurant, pizza_restaurant, cocktail_bar, family_restaurant, bar, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,Chapinero
034,ChIJx-S1dumaP44RUFkYrGuR67k,Restaurante la Trattoria del Teatro,"Esquina Calle 95, Cra. 48, Bogotá, Colombia",4.683384,-74.06051219999999,4.7,1117.0,https://maps.google.com/?cid=13396961408178477392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, pizza_restaurant, bar_and_grill, bar, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,Cra. 48
035,ChIJz_tRNPWaP44RHSQyzJ_j_v8,Isola Trattoria Bar,"Cra. 12a #83 - 30, Bogotá, Colombia",4.6676151,-74.0538122,4.4,1088.0,https://maps.google.com/?cid=18446431399221273629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,
036,ChIJ18sJSvWaP44Ru_mGQJangJU,PRAVDA,"Cra. 12a #83-10, Chapinero, Bogotá, Cundinamarca, Colombia",4.667441,-74.05382100000001,4.5,929.0,https://maps.google.com/?cid=10772794572439747003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"bar_and_grill, hamburger_restaurant, cocktail_bar, chicken_restaurant, brunch_restaurant, coffee_shop, cafe, american_restaurant, bar, food_store, restaurant, food, store, point_of_interest, establishment",tapas bar Bogotá,Chapinero
037,ChIJlyz454-bP44RU8dtJOXMqes,Central Paellera - Paella A Domicilio,"Tv. 85 #63c-14, Bogotá, Colombia",4.6827732,-74.1112199,4.8,921.0,https://maps.google.com/?cid=16981329154507917139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
038,ChIJwX-o6LCbP44RTlqSX9pN4q4,Via del cuore,"Kr 13 #83 52, Bogotá, Colombia",4.6680867,-74.05413109999999,4.8,911.0,https://maps.google.com/?cid=12601720307637705294&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,
039,ChIJM4mDk2CaP44R3UVcr7LWTi0,IL Tinello,"Cl. 79b #8-61, Bogotá, Colombia",4.6625095,-74.052127,4.6,882.0,https://maps.google.com/?cid=3264782842824771037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,
040,ChIJ6wzlBDSbP44R80yUfn3jTW8,Todo Es Color Di Rosa | Restaurante Italiano,"Cl. 81 #13-05, Chapinero, Bogotá, Cundinamarca, Colombia",4.666121899999999,-74.05582559999999,4.5,814.0,https://maps.google.com/?cid=8020316639550786803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, gastropub, bar, point_of_interest, food, establishment",restaurante italiano Bogotá,Chapinero
041,ChIJMWlBSR6bP44RfmuO_TrJ0fk,"La Vita è Bella, Cucina e Bar - Restaurante Italiano en Bogotá -","Av 19 con calle 100-52, Usaquén, Bogotá, Cundinamarca, Colombia",4.686848800000001,-74.0516913,4.5,790.0,https://maps.google.com/?cid=18001390440775838590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, pizza_restaurant, noodle_shop, meal_takeaway, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,Usaquén
042,ChIJ4-0ZRpqbP44RkXFEAqz8XWI,Pimento Cucina Italiana & Brunch en Salitre,"Av. El Dorado #69B-53, Bogotá, Colombia",4.6596043,-74.1083943,4.5,782.0,https://maps.google.com/?cid=7088099204253643153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,
043,ChIJiRMPNQCbP44RXict9d0wUfQ,Maldita Primavera | Restaurante Español,"Ak 7 #120 #20, Usaquén, Bogotá, Cundinamarca, Colombia",4.6967935,-74.0306234,4.5,770.0,https://maps.google.com/?cid=17604906148227262302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,Usaquén
044,ChIJpbK5SiCbP44RHbatZUyssMw,El Bardo - Bar & Mediterranean Grill | Zona G,"Cl. 69a #5-59, Bogotá, Colombia",4.6515539,-74.0558533,4.5,720.0,https://maps.google.com/?cid=14749478223761749533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"mediterranean_restaurant, greek_restaurant, gastropub, bar_and_grill, lebanese_restaurant, israeli_restaurant, middle_eastern_restaurant, cocktail_bar, bar, restaurant, food, point_of_interest, establishment",restaurante griego Bogotá,
045,ChIJf-CbPOubP44RCeryPrwpk8o,Momentino Wine Bar,"Cl. 61 #5-30, Chapinero, Bogotá, Cundinamarca, Colombia",4.6459816,-74.05986730000001,4.9,682.0,https://maps.google.com/?cid=14597056705724606985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"wine_bar, tapas_restaurant, winery, bar, restaurant, food, manufacturer, farm, point_of_interest, service, establishment",tapas bar Bogotá,Chapinero
046,ChIJXxT_FimbP44Rdv9HXlYLopA,Trattoria Napoles,"Cl. 44 #53-20, Bogotá, Colombia",4.6445492999999995,-74.0915924,4.6,580.0,https://maps.google.com/?cid=10421904953265618806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, food, point_of_interest, establishment",trattoria Bogotá,
047,ChIJiU7rykOaP44RFiIe1Ef2Ah0,Castanyoles,"Cl. 69a #6-24, Chapinero, Bogotá, Cundinamarca, Colombia",4.6521541,-74.0562301,4.5,579.0,https://maps.google.com/?cid=2090503965415186966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"tapas_restaurant, mediterranean_restaurant, lounge_bar, breakfast_restaurant, night_club, spanish_restaurant, bar, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,Chapinero
048,ChIJl0XM1EGFP44RpnR-WvMrTBc,Carnaby Street Pasaje Gastronomico,"Cl. 140 #13-62, Usaquén, Bogotá, Cundinamarca, Colombia",4.7213077,-74.04056179999999,4.6,569.0,https://maps.google.com/?cid=1678765085297636518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, point_of_interest, food, establishment",greek street food Bogotá,Usaquén
049,ChIJ6-DVdbKbP44Rm8KRaSBbink,Halal carnes y restaurante,"Ak 15 # 104-10, Usaquén, Bogotá, Cundinamarca, Colombia",4.6889023,-74.04667859999999,4.4,556.0,https://maps.google.com/?cid=8757912620143592091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, food, point_of_interest, establishment",mediterranean food Bogotá,Usaquén
050,ChIJSfd-wz-bP44R5WM_4RbLMds,El Libanés,"Ac. 85 #12 - 71 LOCAL 1, Chapinero, Bogotá, Cundinamarca, Colombia",4.6688145,-74.0534461,4.3,376.0,https://maps.google.com/?cid=15794628667293787109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"lebanese_restaurant, restaurant, food, point_of_interest, establishment",mediterranean food Bogotá,Chapinero
051,ChIJxycAg1ibP44RlFzpN3sq3T4,Blu Asher Trattoria,"Cra. 16a #8530, Bogotá, Colombia",4.6709713,-74.0561536,4.6,351.0,https://maps.google.com/?cid=4529823508911971476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, food, point_of_interest, establishment",trattoria Bogotá,
052,ChIJdRmf3KuFP44RBm-hEm9J408,Diestro Restaurante,"Cl. 140 #18a 27 local 3, Bogotá, Colombia",4.7230886,-74.045861,4.7,325.0,https://maps.google.com/?cid=5756525490112392966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
053,ChIJJYXBnK2bP44Ri1rUG6vZ57A,5 & Quince Honesto y Español,"Cl. 93a #12-35, Chapinero, Bogotá, Cundinamarca, Colombia",4.6764163,-74.0488357,4.5,322.0,https://maps.google.com/?cid=12747396599225014923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,Chapinero
054,ChIJY3nEGQCbP44ROLln06UJOew,Restaurante Cecilia,"Cl. 117 #6a-60, Usaquén, Bogotá, Cundinamarca, Colombia",4.6946344,-74.03217510000002,4.4,317.0,https://maps.google.com/?cid=17021646874444544312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, food, point_of_interest, establishment",cocina italiana Bogotá,Usaquén
055,ChIJaUC-b7eaP44RldDzplFUSFw,Restaurante Teo Estiatorio,"Cra 19 #114-6, Bogotá, Colombia",4.696780800000001,-74.04998979999999,4.5,302.0,https://maps.google.com/?cid=6649657559482618005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"greek_restaurant, restaurant, food, point_of_interest, establishment",restaurante griego Bogotá,
056,ChIJKYWN6LubP44REuGyB1Ro8_c,HaMakom • המקום,"Cl. 83 #12-26, Bogotá, Colombia",4.6673443,-74.05367319999999,4.3,293.0,https://maps.google.com/?cid=17866738856824594706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"falafel_restaurant, fast_food_restaurant, mediterranean_restaurant, shawarma_restaurant, dessert_restaurant, middle_eastern_restaurant, family_restaurant, restaurant, food, point_of_interest, establishment",mediterranean food Bogotá,
057,ChIJy9yNPiebP44RwLTZQSnYMNo,Hijo de Pita,"Calle 43 # 19-18 Bogota, Teusaquillo, Bogotá, Cundinamarca, Colombia",4.631829499999999,-74.0724247,4.9,282.0,https://maps.google.com/?cid=15722303970860446912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, point_of_interest, food, establishment",greek street food Bogotá,Teusaquillo
058,ChIJWWtxjYibP44RPbHn1sn72m8,Lorenzo Gyros Rosales,"Cra. 4 # 69-25, Chapinero, Bogotá, Cundinamarca, Colombia",4.6506739,-74.054591,4.4,282.0,https://maps.google.com/?cid=8060031327445430589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"greek_restaurant, restaurant, food, point_of_interest, establishment",restaurante griego Bogotá,Chapinero
059,ChIJk61OjR-bP44RsXXZ-uV1Ido,Naous Aegean Bistro,"Cra. 10a #69-16, Bogotá, Colombia",4.6536593,-74.06017609999999,4.5,263.0,https://maps.google.com/?cid=15717973805116257713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, greek_restaurant, food, point_of_interest, establishment",restaurante griego Bogotá,
060,ChIJ32ndupybP44RdWAcKw-hTf4,Brunetta Pizzería Trattoría Calle 109,"Cl. 109 # 15 - 85, Usaquén, Bogotá, Cundinamarca, Colombia",4.6929989999999995,-74.04616779999999,4.2,261.0,https://maps.google.com/?cid=18324479545360277621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"pizza_restaurant, pizza_delivery, meal_delivery, meal_takeaway, italian_restaurant, food_delivery, restaurant, food, point_of_interest, establishment",trattoria Bogotá,Usaquén
061,ChIJBXfGfEKaP44RllSxUfYBEnc,Bar De Tapas,"Ak 7 #72-74, Bogotá, Colombia",4.6560704,-74.05458519999999,4.5,242.0,https://maps.google.com/?cid=8579922397538374806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"bar, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
062,ChIJVdG9fXebP44RW3BbDexiId0,Salonika Usaquen (Gyradiko),"Cl. 117 #6a-61, Usaquén, Bogotá, Cundinamarca, Colombia",4.6944631,-74.0323533,4.6,236.0,https://maps.google.com/?cid=15934125722589425755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, food, point_of_interest, establishment",restaurante griego Bogotá,Usaquén
063,ChIJgcYOi5SaP44RAKuxaVasMs8,Casa Pepe Restaurante,"Cra. 12 #97-04, Bogotá, Colombia",4.681032399999999,-74.0463985,4.5,229.0,https://maps.google.com/?cid=14930185201827031808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
064,ChIJGZM0vIybP44RLMoYjy0dmAQ,Tapas Chapinero,"Cl. 56 #5 - 21, Chapinero, Bogotá, Cundinamarca, Colombia",4.6416644,-74.06139329999999,4.6,228.0,https://maps.google.com/?cid=331046654123231788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"gastropub, bar, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,Chapinero
065,ChIJNaenqo-ZP44R0B1GhZr9UWo,"Gitano, Bodega de barrio","Cl. 37 #24-11, Bogotá, Colombia",4.6265249,-74.0756387,4.8,176.0,https://maps.google.com/?cid=7661183281236680144&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"wine_bar, bar, food, point_of_interest, establishment",tapas bar Bogotá,
066,ChIJndEoTACbP44RJ2gw9I2EyeU,Pylio Pastelería Griega,"Tv. 3C #52a-33, Bogotá, Colombia",4.638228100000001,-74.06109579999999,4.6,172.0,https://maps.google.com/?cid=16557911250226407463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"pastry_shop, coffee_shop, dessert_shop, bakery, confectionery, cafe, food_store, store, food, point_of_interest, establishment",restaurante griego Bogotá,
067,ChIJfxtgMvqbP44RlQgbnTckENc,Trattoria La Divina Comedia,"Ac 116 #15-71 2do piso, Bogotá, Colombia",4.6963846,-74.04430359999999,4.2,171.0,https://maps.google.com/?cid=15496926139059472533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,
068,ChIJA3TVj9KbP44RHUJHnKSsHvA,Gastrobar Vitapas,"Cl. 94a #11a-90, Bogotá, Colombia",4.679174,-74.0478317,4.6,163.0,https://maps.google.com/?cid=17302456641400554013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
069,ChIJVWolOY-bP44RTdgAr46uQZU,De Puchero Español,"Cl. 78 #12-49, Bogotá, Colombia",4.6634994,-74.0560264,4.7,154.0,https://maps.google.com/?cid=10755069312982112333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
070,ChIJO_Uf8BibP44RYpv8IW_cAFs,Loreto Cocina Italiana,"Cra. 14 #93B - 14 Local 103, Bogotá, Colombia",4.6782721,-74.0499201,4.9,153.0,https://maps.google.com/?cid=6557483427321125730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,
071,ChIJedvsk-KbP44RG-rMc_cQDIM,La Arrozzería,"Cl. 122 # 11b -65, Usaquén, Bogotá, Cundinamarca, Colombia",4.7005984,-74.037042,4.9,147.0,https://maps.google.com/?cid=9442941173674863131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"meal_delivery, food_delivery, spanish_restaurant, restaurant, food, point_of_interest, establishment",comida española Bogotá,Usaquén
072,ChIJMzfGRf-aP44RduVYi9AIP3I,Sabores de España,"Cra. 29b #72, Bogotá, Colombia",4.6674096,-74.0719411,4.5,144.0,https://maps.google.com/?cid=8232308335640634742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",spanish cuisine Bogotá,
073,ChIJU2TVxdWbP44Rd2RyOL9ZaUI,Ellinika,"Bogotá, Colombia",4.6511133,-74.1060759,3.3,138.0,https://maps.google.com/?cid=4785454756878509175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"greek_restaurant, restaurant, food, point_of_interest, establishment",restaurante griego Bogotá,
074,ChIJgWTzGhWbP44R98SEuecApEE,El Griego Chapinero,"Cl. 64 #8-06, Chapinero, Bogotá, Cundinamarca, Colombia",4.649273,-74.0606581,4.4,133.0,https://maps.google.com/?cid=4729906503895794935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, greek_restaurant, food, point_of_interest, establishment",restaurante griego Bogotá,Chapinero
075,ChIJ6achMtiZP44R6swV7wH2CsI,Tapas y Paellas,"Cra. 4a #26C-23, Bogotá, Colombia",4.6130631,-74.06663069999999,3.8,126.0,https://maps.google.com/?cid=13982258481291709674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"tapas_restaurant, restaurant, food, point_of_interest, establishment",spanish cuisine Bogotá,
076,ChIJNYsMfwCbP44RRx2YZqQP9-g,Compà sapori italiani,"Cl 93b #13-91 local 3, Bogotá, Colombia",4.6780191,-74.0500933,4.9,118.0,https://maps.google.com/?cid=16786903334817111367&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"italian_restaurant, restaurant, point_of_interest, food, establishment",restaurante italiano Bogotá,
077,ChIJy4ZTVTmbP44ROHmd4x0tzDo,Apolo Greek Street,"Cra. 6 #69a - 23, Rosales, Bogotá, Colombia",4.6521447,-74.05586939999999,4.1,117.0,https://maps.google.com/?cid=4236810955844843832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"gyro_restaurant, restaurant, point_of_interest, food, establishment",greek street food Bogotá,Rosales
078,ChIJQ06tpIqbP44RXsA7i8xk3CE,Trattoria Sole Rosso,"Av Ciudad de Cali #55A-75 Tercer piso, local L3-295, Bogotá, Colombia",4.6827955999999995,-74.1160932,4.3,98.0,https://maps.google.com/?cid=2439935927800021086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, food, point_of_interest, establishment",trattoria Bogotá,local L3-295
079,ChIJKRobD-WbP44R-3V0aY0H5a0,Bulería,"Cl. 93 #11-19, Bogotá, Colombia",4.6742881,-74.0480508,4.7,87.0,https://maps.google.com/?cid=12530429842169296379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"spanish_restaurant, restaurant, food, point_of_interest, establishment",restaurante español Bogotá Colombia,
